_id;latitude;longitude;address;description;kategori;nama;Kota;Rating
148;-7,245558356264;112,737726504901;Pahlawan St, Alun-alun Contong, Bubutan, Surabaya, East Java 60174;Ikon kota pahlawan sebagai sebutan dari Surabaya bisa Anda saksikan pada Tugu Pahlawan. Monumen setinggi 41,15 meter ini memiliki 10 lengkungan dan 11 ruas. Tugu pahlawan menjadi obyek wisata Surabaya gratis yang bisa Anda kunjungi kapan saja, bahkan hanya sekadar untuk kebutuhan foto sekalipun.;Tempat Wisata;Monumen Tugu Pahlawan dan Museum Sepuluh Nopember Surabaya;Surabaya;4.7
149;-7,230684256093;112,734239764417;Taman Sampoerna No.6, Krembangan Utara, Kec. Pabean Cantikan, Surabaya, Jawa Timur 60163;Tempat inilah industri rokok pertama di Surabaya berdiri. Hingga saat ini museum ini menjadi tempat wisata bersejarah yang menarik untuk Anda kunjungi. Tempat wisata sejarah ini bisa Anda kunjungi setiap hari mulai pukul 9 pagi hingga 10 malam waktu setempat. Tidak ada pungutan biaya tiket masuknya. Anda bisa bebas berfoto di tempat ini yang terlihat unik dengan gaya desain bangunan lamanya.;Tempat Wisata;House of Sampoerna;Surabaya;4.6
150;-7,234308358106;112,794573368660;QQ6W+Q6H, Jl. Pantai Ria Kenjeran, Kenjeran, Kec. Bulak, Surabaya, Jawa Timur 60123;Tempat wisata ini sangat cocok untuk destinasi liburan bersama keluarga di akhir pekan. Menikmati sunset di senja hari sangat indah di tepi pantai. Menghabiskan waktu berenang, bermain dan berfoto di bangunan-bangunan unik tempat wisata ini juga menjadi hal menarik yang bisa Anda lakukan. Kawasan ini buka mulai pukul 9 pagi hingga 6 sore waktu setempat. Beberapa wahana keren yang bisa Anda kunjungi di kawasan taman bermain ini antara lain Taman Riau, Atlantis Land, Pagoda Tian Ti, Patung Naga, Jembatan Suramadu, Patung Budha, Kincir Angin, dan pusat wisata kuliner Surabaya.;Tempat Wisata;Taman Kenjeran;Surabaya;4.3
151;-7,235549614131;112,795464391406;QQ7W+P6C, Kenjeran, Bulak, Surabaya, East Java 60123;Salah satu wisata Surabaya malam yang bisa Anda nikmati adalah Taman Air Mancur Menari yang berada di sekitar Jembatan Kenjeran. Hiburan Air Mancur Menari yang sangat indah dengan aneka warna ini hanya bisa Anda nikmati setiap Sabtu malam, tepatnya pukul 20.00 wib hingga 21.00 wib. Wisata malam yang keren ini cukup Anda nikmati dengan tiket sebesar Rp10 ribu saja. Selain itu, sebelum atau sesudah menikmati keindahan air mancur unik ini, Anda juga bisa menikmati kuliner-kuliner lezat di Surabaya yang ada di sekitar tempat wisata tersebut.;Tempat Wisata;Taman Air Mancur Menari Kenjeran;Surabaya;4.4
152;-7,291149921506;112,739816435582;Jl. Taman Bungkul, Darmo, Kec. Wonokromo, Surabaya, Jawa Timur 60241;Taman wisata lainnya yang ada di Surabaya adalah Taman Bungkul. Lokasi taman ini menjadi salah satu pusat aktivitas warga pada hari libur. Banyak yang sekadar bermain, jogging, senam, dan bersantai di pagi hari pada akhir pekan. Taman ini bisa Anda kunjungi selama 24 jam secara gratis. Pastikan Anda menjaga kebersihan dan aturan yang ada di taman tersebut. ;Tempat Wisata;Taman Bungkul;Surabaya;5.0
153;-7,312243121834;112,788928922087;Kebun Bibit, Jl. Raya Wonorejo, Wonorejo, Rungkut, Surabaya, East Java 60296;Tempat wisata hijau yang bisa Anda kunjungi di Surabaya salah satunya adalah Kebun Bibit Wonorejo. Bagi pengunjung yang ingin bersepeda, kawasan ini juga sangat cocok untuk menjadi tempat bersepeda santai. Selain itu, terdapat juga kebun binatang mini yang bisa Anda gunakan untuk liburan bersama keluarga.Menariknya, tempat wisata ini bisa Anda kunjungi secara gratis. Pengunjung hanya membayar biaya parkir sesuai jenis kendaraannya.;Tempat Wisata;Kebun Bibit Wonorejo;Surabaya;4.4
154;-7,261264690193;112,742812335298;Jl. Ketabang Kali No.6, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272;Wisata alam Surabaya yang bisa Anda nikmati di pusat kota salah satunya adalah Taman Prestasi Surabaya. Di taman ini Anda akan bisa menyaksikan tanaman bunga, pohon yang lebih besar hingga rumput-rumput hijau. Tempat ini juga memiliki ikon wisata khusus berupa monumen pesawat tempur jenis Bomber B-26. Di taman ini juga terdapat lokasi bermain anak, panggung terbuka, wifi gratis, wisata air, dan pemandangan alam yang indah menyejukkan mata. Fasilitas seperti toilet, parkir, musala juga lengkap tersedia. Anda bisa berkunjung ke taman ini setiap hari mulai pukul 9 pagi hingga 6 petang waktu setempat. Tidak ada pungutan biaya masuk ke lokasi, Anda hanya membayar parkir sesuai jenis kendaraan milik Anda.;Tempat Wisata;Taman Prestasi;Surabaya;4.6
155;-7,307263486903;112,842695064417;MRVV+238, Wonorejo, Kec. Rungkut, Surabaya, Jawa Timur 60296;Wisata mangrove Surabaya cukup terkenal dan menjadi paru-paru hijau bagi kehidupan hiruk pikuk kota. Di tempat ini memiliki banyak hal menarik yang bisa Anda coba. Di antaranya adalah menjelajah kawasan hutan menggunakan perahu dengan biaya penyewaan. Selain itu ada juga kolam pancing, jogging track, pendopo, kantin-kantin pusat kuliner, spot berfoto dan lainnya. Tiket masuk ke tempat wisata ini gratis. Anda hanya akan dikenakan biaya saat menikmati beberapa fasilitas di dalamnya seperti menyewa perahu untuk menyusuri hutan mangrove. Biaya untuk dewasa sebesar Rp25 ribu dan anak-anak Rp 15ribu.;Tempat Wisata;Mangrove Tour Wonorejo;Surabaya;4.3
156;-7,267482827368;112,744330791406;PPJV+VQJ, Jl. Panglima Sudirman, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271;Salah satu wisata ikonik Kota Surabaya yang cukup terkenal adalah monumen Bambu Runcing. Anda bisa berkunjung menyaksikan landmark Surabaya ini selama 24 jam.;Tempat Wisata;Monumen Bambu Runcing;Surabaya;4.7
157;-7,156361785037;112,782338113791;RQVJ+5WV, Sekarbungu, Sukolilo Bar., Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163;Bangunan jembatan populer yang sangat ikonik dengan Surabaya adalah Jembatan Suramadu. Jembatan yang menghubungkan antara Surabaya dan Madura ini memiliki arsitektur yang kokoh dan sangat indah dijadikan latar berfoto. Lokasinya yang terletak di Jalan Tambak Wedi ini bisa Anda ambil sebagai spot berfoto dari jarak agak jauh dengan menampilkan latar langit senja yang indah.;Tempat Wisata;Jembatan Suramadu;Surabaya;4.8
158;-7,301021428345;112,738170810445;Jl. Jagir Wonokromo Wetan No.10, Jagir, Kec. Wonokromo, Surabaya, Jawa Timur 60244;Buka sejak tahun 1982, kuliner khas Surabaya ini menyajikan menu penyetan sederhana. Ada banyak pilihan lauk pauk yang bisa kamu pilih, mulai dari tempe, tahu, telur, hingga ikan pari. Per porsi menu makannya dibanderol mulai dari harga Rp 15.000. Kalau kamu berniat untuk mencicipi kuliner pedas Surabaya ini, kamu harus bersabar untuk mengantri panjang.. Sego Sambel Mak Yeye buka dari pukul 21.00 WIB sampai habis.;Tempat Kuliner;Sego Sambel Mak Yeye;Surabaya;4.3
159;-7,288660057205;112,763360637431;Jl. Raya Manyar No.5J, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60117;Kupang yang merupakan sejenis kerang berukuran kecil ini hanya bisa ditemukan di Surabaya. Jadi kamu wajib banget untuk makan lontong kupang ketika ke Surabaya. Kupang ini punya tekstur yang unik dan sedikit seperti pasir tapi rasanya enak. Kamu bisa mencicipi wisata kuliner Surabaya yang unik ini di Lontong Kupang Artomoro.;Tempat Kuliner;Lontong Kupang Artomoro;Surabaya;4.6
160;-7,259841857899;112,744846149075;Jl. Walikota Mustajab No.33, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272;Wisata kuliner Surabaya yang unik ini merupakan sate daging sapi, ayam, usus, udang, atau sumsum yang dibakar dan disajikan dengan bumbu sate seperti umumnya. Walaupun terlihat sama, lidah akan merasakan perbedaan rasa yang lebih menggoda. Irisan sate di wisata kuliner Surabaya ini lebih besar dan sudah dibumbui terlebih dahulu dengan kelapa yang telah disangrai, inilah yang menyebabkan Sate Klopo Ondomohen menjadi lebih gurih.;Tempat Kuliner;Sate Klopo Ondomohen Pojok Malam;Surabaya;4.4
161;-7,258989073149;112,736527334587;Jl. Embong Malang No.38, Genteng, Kec. Genteng, Surabaya, Jawa Timur 60275;Lontong balap merupakan salah satu wisata kuliner Surabaya yang khas. Lontong balap satu ini terdiri dari ontong, tahu goreng, taoge, lentho, bawang goreng, kecap, dan sambal dipadu kuah segar. Ditambah dengan lezatnya sate kerang dan segelas es kelapa muda tentu akan sangat menggugah selera. Ada banyak tempat yang menyajikan wisata kuliner Surabaya ini. Salah satunya adalah Lontong Balap Garuda Pak Gendut. Meski telah berjalan selama lebih dari empat dekade, kualitas lontong balap ini tetap terjaga.;Tempat Kuliner;Lontong Balap Asli Pak Gendut (Pusat);Surabaya;4.0
162;-7,257669358344;112,732579123072;Jl. Tidar No.1, Sawahan, Kec. Sawahan, Surabaya, Jawa Timur 60251;Banyak orang rela menyeberangi Jembatan Suramadu hanya untuk menikmati Bebek Goreng Sinar Jaya (Sinjay) yang legendaris. Kini, tak perlu repot-repot pergi ke Madura karena nasi bebek khas Bangkalan ini sudah bisa ditemui di Surabaya.;Tempat Kuliner;Bebek Sinjay;Surabaya;4.3
163;-7,255223534775;112,740250825845;Jl. Achmad Jais No.40, Peneleh, Kec. Genteng, Surabaya, Jawa Timur 60274;Panganan yang berbahan dasar hidung sapi ini sudah menjadi wisata kuliner Surabaya yang khas. Kuliner Surabaya satu ini mudah ditemukan di banyak tempat, namun ada satu tempat makan rujak cingur yang wajib kamu kunjungi saat berada di Surabaya. asa khas yang ada dari rujak cingur ini adalah karena hasil ulekan bumbu dari sang pemilik warung, yakni Nyonya Giok Tjoe.;Tempat Kuliner;Rujak Cingur Achmad Jais;Surabaya;3.6
164;-6,191997810201;106,785021679761;Jl. Kemanggisan Raya No.78, RW.9, Kemanggisan, Kec. Palmerah, Daerah Khusus Ibukota Jakarta 11480;Rawon merupakan wisata kuliner Surabaya yang tidak boleh dilewatkan saat berkunjung di kota Pahlawan. Rawon Setan Mbak Endang yang ada di Jalan Embong Malang, Surabaya merupakan depot rawon setan yang asli dan pertama di Indonesia. Disebut dengan rawon setan karena warung ini hanya buka di malam hari saja. Daging rawon disini cukup besar dan juga empuk. Rasa kuahnya begitu menggugah selera. Terletak di tengah kota, membuat rumah makan rawon setan ini enggak pernah sepi pengunjung.;Tempat Kuliner;Rawon Setan Mbak Endang;Surabaya;4.2
165;-7,240687343794;112,769466091835;Jl. Pucang Anom No.17, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283;Wisata kuliner Surabaya ini terdiri dari nasi pecel yang dicampur dengan kuah rawon. Kuliner Surabaya yang unik ini bisa dinikmati di Warung Pojok Moro Seneng, Surabaya.;Tempat Kuliner;Nasi Pecel Rawon Pucang Moroseneng;Surabaya;4.5
166;-7,344923747225;112,727609550925;Jalan Ahmad Yani No. 288, City Of Tommorrow Lantai 1 Blok FF No., Jl. Basuki Rahmat No.8-12, Dukuh Menanggal, Kec. Gayungan, Surabaya, Jawa Timur 60234;Menu nasi goreng memang mudah ditemukan di banyak tempat, namun kuliner Surabaya ini tak bisa kamu lewatkan begitu saja. Wisata kuliner Surabaya ini dinamakan nasi goreng jancuk karena rasanya super pedas dengan porsi yang cukup besar sehingga cukup untuk disantap bersama beberapa orang.;Tempat Kuliner;Nasi Goreng Jancuk;Surabaya;4.1
167;-7,295589396287;112,781375293253;Jl. Dr. Ir. H. Soekarno No.220, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60117;Meski bukan wisata kuliner Surabaya yang asli, namun Soto Lamongan sudah menjadi salah satu menu utama yang wajib kamu cicipi bila berada di Surabaya. Soto lamongan yang paling terkenal di Surabaya ada di warung Cak Har yang berlokasi di Jalan Dr.Ir.H.Soekarno. Sotonya juga memiliki berbagai varian, mulai dari ceker, ayam, sapi, juga jeroan.;Tempat Kuliner;Soto Ayam Lamongan CAK HAR;Surabaya;4.5
168;-7,260348780147;112,746207730118;Jl. Yos Sudarso No.15, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271;Wisata kuliner Surabaya yang manis dan cocok disantap saat siang hari yang terikadalah Ice Cream Zangrandi. Restoran yang sudah ada sejak 1933 ini khusus menjajakan beraneka ice cream dan sudah sangat terkenal di Surabaya.;Tempat Kuliner;Ice Cream Zangrandi;Surabaya;4.6
169;-7,301122922379;112,737608745746;DTC Wonokromo, Jl. Wonokromo No.171, Jagir, Kec. Wonokromo, Surabaya, Jawa Timur 60244;Rawon adalah kuliner identik dan khas Surabaya. Ada banyak warung makan yang menyediakan makanan ini. Salah satu warung makan yang direkomendasikan adalah Rawon Pak Pangat. Rawon di warung ini sangat berbeda dengan yang lainnya. Suwiran daging empal begitu empuk, lembut dan tambahan kuahnya juga sangat terasa lezat di lidah. Apalagi tak ada kandungan lemak yang tampak di menu rawon ini. Ada dua menu rawon yang disajikan di warung ini yaitu rawon campur dan rawon krengsengan.;Tempat Kuliner;Rawon Legendaris Pak Pangat (Pusat);Surabaya;4.5
170;-7,322235845831;112,773700549665;Jl. Rungkut Asri Tengah No.10, Rungkut Kidul, Kec. Rungkut, Surabaya, Jawa Timur 60293;Bebek goreng sudah dikenal sebagai salah satu kuliner andalan Kota Pahlawan. Dari sekian banyak penjual bebek goreng di Surabaya, tempat yang paling terkenal adalah Bebek Palupi. Dari sisi penyajian, seporsi bebek goreng legendaris ini hadir dengan tampilan cukup sederhana. Hanya dihidangkan bersama nasi, sambal tomat dan beberapa lalapan. Bebek gorengnya terkenal sangat renyah, dengan sensasi bumbu rempah kuning gurih yang cukup tajam. Tekstur dagingnya benar-benar empuk. Selain itu, tidak tercium bau amis sama sekali. Salah satu rahasia keempukannya adalah karena hanya menggunakan daging bebek muda dan dimasak dengan suhu;Tempat Kuliner;Bebek Goreng Palupi Rungkut;Surabaya;4.6
171;-7,382163849954;112,732845142613;JP6J+8WM, Jl. Puri Surya Jaya, Demeling, Gedangan, Kec. Gedangan, Kabupaten Sidoarjo, Jawa Timur 61254;Pecel semanggi merupakan makanan yang berasal dari Surabaya, Jawa Timur. Pecel semanggi khas Surabaya ini terdiri dari daun semanggi, tauge atau kecambah, kangkung, kerupuk uli, dan bumbunya yang berbahan dasar ketela yang di padukan dengan sambal. Makanan ini biasa di sajikan dengan alas daun pisang.;Tempat Kuliner;Pecel Semanggi Surabaya;Surabaya;5.0
172;-7,288262646662;112,740965634549;Jl. Lusi No.1-7, Keputran, Kec. Tegalsari, Surabaya, Jawa Timur 60265;Nasi Kuning Avon merupakan salah satu wisata kuliner Surabaya yang enak dimakan di pagi hari. Warung makan Nasi Kuning Avon buka setiap hari mulai pukul 06.00 WIB sampai siang. Wisata kuliner Surabaya ini merupakan nasi kuning dipadukan dengan telur balado, ikan tongkol, bakmi, dan serundeng menjadikan perpaduan cita rasa yang istimewa. Nasi Kuning Avon sangat cocok dijadikan menu sarapan yang nikmat.;Tempat Kuliner;Nasi Kuning Avon;Surabaya;4.5
173;-7,273200619886;112,747005137433;Jl. Raya Gubeng No.66, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281;Bubur ayam merupakan salah satu makanan yang sering dijadikan menu sarapan. Hal ini juga menjadi salah satu wisata kuliner Surabaya di pagi hari. Salah satu bubur ayam yang terkenal yaitu Bubur Ayam Spensix. Di sini, kamu bisa menyantap bubur ayam dengan topping ati ampela yang lezat. Harganya yang cukup ramah di kantong bisa menjadi pilihan sarapan enak dan hemat.;Tempat Kuliner;Bubur Ayam Spensix Bang Salim;Surabaya;4.6
174;-7,4482941115;112,7041687530;Jalan Pahlawan, Jl. Pasar Jetis No.1A, Jetis, Lemahputro, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61226;Saat mencari tempat untuk berkumpul di Sidoarjo, kamu bisa mendatangi Jungkir Balik Coffee. Tempat ini memiliki konsep unik karena menggunakan container dan juga hiasan dengan tema burung hantu.Tempat ini terdiri dari dua lantai. Lantai satu Jungkir Balik Coffee merupakan ruangan semi outdoor dengan atap dan sirkulasi terbuka. Sedangkan di lantai dua, kamu bisa menikmati area outdoor sekaligus menikmati pemandangan Sidoarjo.;Tempat nongkrong;Jungkir Balik Coffee;Sidoarjo;4.4
175;-7,4386847979;112,7108264972;Jl. Kav. DPR IV No.15, Nggrekmas, Pagerwojo, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252;Crita Lama Kopi juga bisa menjadi alternatif tempat jika kamu ingin nongkrong di Sidoarjo. Tempat ini memiliki suasana yang nyaman karena memiliki konsep taman. Selain itu, desain tempat ini juga membuat Crita Lama Kopi cocok untuk berfoto. Kamu bisa mengunjungi Crita Lama Kopi jika ingin nongkrong di malam hari. Tempat ini buka dari pukul 4 sore sampai 11 malam.;Tempat nongkrong;Crita Lama Kopi;Sidoarjo;4.4
176;-7,4444154246;112,7216002665;Jl. Yos Sudarso No.21, Ketel, Sidokumpul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61219;Jika kamu ingin mengunjungi tempat yang cocok untuk nongkrong sekaligus kerja di Sidoarjo, The Rooster Coffee merupakan tempat yang tepat. The Rooster Coffee memiliki suasana yang tenang dan nyaman sehingga cocok untuk kerja atau bertemu teman. Kamu bisa mendatangi tempat ini dari jam 9 pagi sampai 9.30 malam.;Tempat nongkrong;The Rooster Coffee;Sidoarjo;4.6
177;-7,4427082928;112,7026737800;Komplek Pondok Jati blok AL-17, Jl. Pd. Jati, Pondokjati, Pagerwojo, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61226;Makmu Sidoarjo memiliki konsep food court. Kamu bisa menikmati berbagai menu yang variatif baik itu makanan tradisional, makanan ringan, makanan berat, bahkan masakan ala barat. Tidak hanya pilihan makanannya yang menarik, Makmu Sidoarjo juga memiliki desain yang cantik. Tempat ini memiliki nuansa menenangkan dari kombinasi warna biru dan putih. Kamu pun bisa berfoto ketika berkunjung ke Makmu Sidoarjo.;Tempat nongkrong;Makmu Sidoarjo;Sidoarjo;4.4
178;-7,4401407765;112,7138929953;Tanah Kavling DPR, Jl. Pagerwojo No.1, Nggrekmas, Pagerwojo, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61219;Saat berada di pusat Sidoarjo, kamu bisa datang ke The Little A Coffee Shop. Tempat ini berada di tempat strategis yaitu di Jalan Pagerwejo No. 1, Nggrekmas, Pagerwojo, Sidoarjo. Meskipun begitu, suasananya tetap tenang sehingga nyaman untuk nongkrong. The Little A Coffee Shop memiliki konsep vintage. Kamu bisa memilih tempat duduk di 2 lantai yang tersedia. Ruangannya pun terbagi menjadi dua area yaitu indoor dan outdoor.;Tempat nongkrong;The Little A Coffee Shop;Sidoarjo;4.3
179;-7,4511527808;112,7204999935;Jl. Kombes Pol. Moh. Duryat No.37, Sidoklumpuk, Sidokumpul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61218;Omah Oeti Tempat Makan dan Ngopi merupakan tempat nongkrong yang memiliki suasana seperti rumah. Tempat ini memiliki suasana yang nyaman dan cocok dikunjungi pada sore sampai malam hari. Tempat nongkrong ini memiliki konsep angkringan sehingga kamu memiliki banyak pilihan menu. Kopi yang tersedia di tempat ini pun bermacam-macam mulai dari luwak Arabica, Aceh Gayo, kopi Flores, dan lain-lain.;Tempat nongkrong;Omah Oeti Tempat Makan dan Ngopi;Sidoarjo;4.6
180;-7,4330795578;112,6937567953;Komplek Kahuripan Nirwana, Sumput, Entalsewu, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252;Sesuai namanya, Gila Kopi Prospero merupakan tempat yang cocok bagi kamu penggila kopi. Coffee shop yang telah berdiri sejak tahun 2018 ini sudah populer dan selalu ramai. Bahkan, Gila Kopi Prospero juga memiliki beberapa cabang. Kegiatan ngopi-mu juga akan semakin menyenangkan karena Gila Kopi Prospero memiliki konsep tempat yang unik. Coffee shop ini memiliki ruangan terbuka yang terdiri dari dua lantai sehingga sejuk dan cocok untuk nongkrong.;Tempat nongkrong;Gila Kopi Prospero;Sidoarjo;4.6
181;-7,4350692009;112,6001629937;Jl. Raya Simo Angin-Angin, Ngangin, Simoangin-angin, Kec. Wonoayu, Kabupaten Sidoarjo, Jawa Timur 61261;Tempat nongkrong lainnya yang bisa kamu kunjungi di Sidoarjo yaitu Angkringan Pendopo Wetan. Tempat ini memiliki konsep angkringan dengan bangunan berupa rumah adat khas Jawa. Kamu pun bisa menikmati suasana ala tradisional Jawa di sini. Angkringan Pendopo Wetan menyediakan menu khas angkringan seperti kopi jos, sate, dan nasi kucing. Kamu dapat mengunjungi tempat ini di Jalan Raya Wonoayu, Ngangin, Simoangin-angin, Wonoayu.;Tempat nongkrong;Angkringan Pendopo Wetan;Sidoarjo;5.0
182;-7,3509956727;112,7320993432;Jl. Brigjend Katamso No.179, Kedungrejo, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256;Indische 1931 Coffee & Roaster memiliki desain interior dengan konsep vintage yang estetik. Kamu tidak hanya bisa menikmati kopi dan nongkrong namun juga berfoto dengan latar cantik. Suasana cafe ini juga tenang dan nyaman. Kamu pun tidak akan merasa terganggu ketika berbincang dengan teman. Selain itu, kamu juga bisa memilih lokasi tempat duduk yaitu di area indoor atau outdoor.;Tempat nongkrong;Indische 1931 Coffee & Roaster;Sidoarjo;4.7
183;-7,4593130361;112,7106313530;Jl. Kutuk Barat No.66, Cangkring, Sidokare, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61214;Di daerah Sidokare, kamu bisa mengunjungi Shuga Cafe. Tempat ini merupakan salah satu cafe terfavorit di kawasan ini. Kamu pun bisa menemui banyak anak muda jika datang ke tempat ini. Shuga Cafe menyediakan berbagai pilihan makanan yang bisa kamu nikmati. Harga makanan di tempat ini pun terjangkau sehingga cocok untuk pelajar atau mahasiswa. Selain itu, porsinya juga cukup banyak.;Tempat nongkrong;Sugarlust Cake & Coffee (Shuga Cafe);Sidoarjo;4.6
184;-7,4403442804;112,7131158876;Jl. Kav. DPR III No.06, Nggrekmas, Pagerwojo, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252;Vox Populi Coffee bisa kamu pilih sebagai tempat nongkrong saat berada di Sidoarjo. Tempat ini memiliki konsep industrial dengan berbagai tanaman hijau yang terlihat kontras. Desain ini membuat Vox Populi Coffee cocok untuk berfoto. Tempat ini juga cocok dikunjungi jika kamu merupakan pecinta kopi. Vox Populi Coffee menyediakan berbagai menu seduhan kopi. Menariknya, tempat ini juga mempromosikan berbagai jenis kopi di Jawa Timur.;Tempat nongkrong;Vox Populi Coffee;Sidoarjo;4.6
185;-7,4342587581;112,7157048216;HP57+Q6Q, Jl. Kav. DPR III, Nggrekmas, Pagerwojo, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252;Tempat lainnya di Sidoarjo yang memiliki konsep menarik yaitu House of Dorkas . Dulunya, House of Dorkas berjualan dengan konsep coffee truck sebelum menetap. Sentuhan coffee truck ini pun tetap dipertahankan sehingga cafe ini terlihat menarik.;Tempat nongkrong;House Of Dorkas (HOD);Sidoarjo;4.8
186;-7,4420857783;112,7092701795;Jl. Marathon No.J4, Wismasarinadi, Magersari, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61212;Masih di sekitaran GOR Delta, tepatnya di Jalan Marathon J4, Magersari, Wismasarinadi, kamu bisa datang ke Cafe Kayu Manis. Cafe ini memiliki tempat dan suasana yang nyaman sehingga cocok untuk nongkrong. Cafe Kayu Manis juga jauh dari keramaian sehingga suasananya lebih tenang. Kamu pun bisa nongkrong tanpa terganggu suara bising kendaraan.;Tempat nongkrong;Cafe Kayu Manis;Sidoarjo;4.4
187;-7,4144282345;112,5520291109;Jl. Mayjen Bambang Yuwono No.5, Kapas Melati, Jabaran, Kec. BalongBendo, Kabupaten Sidoarjo, Jawa Timur 61263;Tempat lainnya di Sidoarjo yang bisa kamu kunjungi bersama teman yaitu Bonk Cafe. Cafe ini memiliki suasana yang cocok bagi anak muda dan kekinian. Di sini, kamu bisa menikmati berbagai menu seperti pempek, nasi goreng, dan lain-lain.;Tempat nongkrong;Bonk Cafe;Sidoarjo;4.1
188;-7,4395695296;112,7112979242;Jl. Kav. DPR III Blok H5, Pagerwojo, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252;Ame Coffee dikenal sebagai salah satu tempat nongkrong malam di Sidoarjo yang populer dan ramai pengunjung. Saat berkunjung ke Ame Coffee, kamu akan dimanjakan dengan tempat yang nyaman serta desain ruangan yang instagramable. Oleh karena itu, tidak heran jika cafe ini juga banyak dikunjungi bagi para pecinta foto. Selain tempatnya yang menarik untuk dikunjungi, Ame Coffee juga menawarkan banyak menu menarik yang bisa kamu coba. Kamu dapat menikmati berbagai sajian mulai dari snack hingga makanan berat dan juga banyaknya pilihan minuman.;Tempat nongkrong;Ame Coffee;Sidoarjo;4.5
189;-7,3642890653;112,6421919041;Perumahan Citra Harmoni Km. 20 Jl. Raya Trosobo Bringin Bendo, Trosobo, Kec. Taman, Kabupaten Sidoarjo, Jawa Timur 61257;"Rekomendasi obyek wisata pertama di Sidoarjo yang akan kita bahas adalah Citra Garden Waterpark. Bagi anda yang berlibur di Sidoarjo dengan keluarga, tempat ini memang sangat cocok untuk anda datangi. Di sana anda bisa menemukan berbagai wahana permainan seru yang menarik untuk dicoba seperti antara lain Under Water Adventure, Swimming Pool, Family Slide, Racer Slide, Multi Structure Slide, dan juga Tube Slide Dry Pool. Selain wahana tersebut, di sana juga ada paket outbond bagi para pengunjung yang tidak kalah menariknya.
";Tempat wisata;Citra Harmoni Water Park;Sidoarjo;4.3
190;-7,3798348027;112,7369834997;Jl. Raya Bandara Juanda No.10 A, Semambung, Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61253;Selain datang ke tempat wisata yang memiliki banyak wahana permainan, ternyata datang ke obyek wisata religi tidak kalah menariknya. Seperti di Sidoarjo, anda bisa mengunjungi Pura Jala Siddhi Amertha bersama dengan keluarga dan atau teman-teman anda. Tempat bersembahyang umat Hindu yang berada sekitar 2 km dari Juanda ini terlihat sangat besar, megah dan tidak kalah indahnya dengan pura-pura yang ada di Bali. Jadi anda yang ada di Jawa Timur tidak perlu membuang biaya yang mahal untuk pergi ke Bali, cukup datang saja ke obyek wisata Pura Jala Siddhi Amertha.;Tempat wisata;Pura Jala Siddhi Amertha;Sidoarjo;4.8
191;-7,5334521766;112,7012565088;Jalan Nasional 1 Porong, Jatirejo, Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61274;Selanjutnya anda yang membawa keluarga berlibur ke Sidoarjo wajib membawa mereka ke obyek wisata Taman Dwarakerta Porong yang sangat family friendly. Biasanya saat musim liburan atau akhir pekan, banyak wisatawan yang memenuhi tempat ini. Di sana anda akan disuguhkan arena bermain untuk anak yang seru dan menarik. Dan bagi anda yang gemar berselfie ria, banyak spot-spot untuk berfoto yang bisa anda manfaatkan. Seperti di depan taman yang indah atau di gazebo yang telah disediakan oleh pihak pengelola.;Tempat wisata;Taman Dwarakerta Porong;Sidoarjo;4.3
