_id,description
209,"Menu yang disediakan ada aneka olahan ikan, ayam, hingga bebek. Selain itu, di resto ini juga memiliki tempat parkir yang luas dan mushola yang nyaman. Jadi, sangat cocok untuk dikunjungi bersama keluarga. "
210,"Sesekali makan masakan jepang di Sidoarjo, bisa jadi pilihan yang menarik. Kamu bisa mengunjungi Resto Shabuki. Menu yang disediakan di tempat makan ini ada salmon teriyaki, beef teriyaki, chicken katsu, dan masih banyak lagi. Bagaimana tertarik mencicipinya? "
211,"Rekomendasi tempat makan di Sidoarjo selanjutnya yang bisa kamu kunjungi adalah Qen-di Garden Resto. Tempat ini memiliki konsep taman yang dijadikan tempat untuk bersantai bersama keluarga, pasangan, atau teman. Menu spesial dari resto ini ada seafoodnya yang segar. "
212,Warung Apung Rahmawati merupakan salah satu rumah makan yang cukup tersohor di Sidoarjo. Tempat makan ini memiliki aneka menu lalapan dan penyetan yang lezat. Kamu wajib banget menu gurame bakar saus madu yang lezat. 
213,"Siapa sih yang tak kenal Bebek Goreng H. Slamet? Hampir semua orang mengenalnya, karena outletnya yang sudah tersebar di banyak tempat di Indonesia, termasuk di Sidoarjo. Selain menu olahan bebek yang lezat, di sini juga tersedia aneka minuman yang menyegarkan. "
214,"Kamu pecinta iga bakar? Di Sidoarjo ada tempat makan iga yaitu C&C Spesial Iga Sapi Bakar. Selain menu iga bakar, kamu juga bisa memesan tongseng iga, lalapan, bahkan nasi goreng. "
215," Di Sidoarjo terdapat tempat makan iga paling hits, yaitu Warung Leko Sidoarjo. Resto ini juga sudah memiliki banyak cabang di beberapa kota di Indonesia. Nah, menu yang tersedia ada sop iga, sop iga sum sum, nasi goreng jawa, gurami, cah buncis, dan lainnya."
216,"Ceker lapindo merupakan salah satu peninggalan sejarah yang patut dilestarikan. Selain bernilai sejarah, ceker lapindho ini bisa ku pakai untuk membeli bahan besok "
217,"Kalau mau cari tempat makan di Sidoarjo dengan suasana yang nyaman seperti di cafe, Jon’s Cafe and Coffee solusinya. Tempat ini menyediakan tempat mandi, mushola, dan tempat parkir yang lumayan luas. Untuk menunya terdapat aneka menu western. "
218,"Masih cari tempat makan di Sidoarjo yang cocok untuk dikunjungi keluarga? Warung Apung Lesehan Ganjarane Hidayah. Tempat ini memiliki suasana alam pedesaan di sekelilingnya. Sangat cocok untuk tempat makan bersama keluarga atau kolega besar. Untuk menunya ada aneka menu ikan, seperti gurame, nila, ikan patin, dan lainnya. "
219,"Kamu pecinta mie pedas? Cobain Mie Setan Sidoarjo, deh. Tempat dari resto ini juga sangat nyaman untuk dikunjungi bersama keluarga atau teman-teman. Untuk mie yang tersedia ada mie setan cabe 1-11. Selain mie pedas, kamu bisa memesan aneka minuman dingin yang menyegarkan. "
220,"Rekomendasi tempat makan di Sidoarjo yang enak dan murah selanjutnya ada Jank Jank Wings. Tempat makan ini menyediakan menu chicken wings dengan aneka bumbu, seperti curry, cheese, blackpaper, dan masih banyak lagi. "
221,"Ingin makan prasmanan yang bisa ambil sepuasnya? Warung Prasmanan Ny. Indra bisa jadi pilihannya. Tempat makan di Sidoarjo ini memiliki aneka menu sayur dan lauk. Ada empal gebuk, usus goreng, aneka olahan ayam, dan lainnya. "
222,"Kamu pecinta seafood? Jangan sampai melewatkan menu seafood lezatnya di The Crabbys Sidoarjo. Ada menu olahan kepiting, mulai dari black magic, butter heroes, garlic holic, dan masih banyak lagi. "
223,"Tempat makan ini menyediakan aneka seafood dan chinese food yang lezat. Selain itu, tempat makannya juga menarik dengan saung-saung lesehan yang nyaman. Cocok untuk dikunjungi bersama keluarga. "
224,"Tempat nongkrong modern anak ubaya dan sekitarnya, tempat nyaman, bersih dengan harga terjangkau"
225,Tempat nongkrong yang menjual es kopi dan berbagai macam varian minuman segar non-kopi
226,Tempat nongkrong yang menjual es kopi dan berbagai macam varian minuman segar non-kopi
227,Tempat nongkrong yang menjual es kopi dan berbagai macam varian minuman segar non-kopi
228,Tempat nongkrong yang menjual es kopi dan berbagai macam varian minuman segar non-kopi
229,"Tempat nongkrong yang menjual berbagai minuman dan makanan ringan maupun berat, cocok untuk anda yang sedang sedih maupun bahagia. Tersedia live music setiap hari"
230,Tempat nongkrong yang cocok untuk mengerjakan tugas dengan suasana tenang
231,"Tempat nongkrong yang instagrammable dan cozy cocok untuk mengerjakan tugas, kumpul bersama teman dan pasangan."
232,"Tempat nongkrong yang instagrammable dan cozy cocok untuk mengerjakan tugas, kumpul bersama teman dan pasangan."
233,Tempat nongkrong yang instagrammable dan cozy. Tidak cocok untuk mengerjakan tugas dan hanya memiliki space ruangan yang kecil
234,Tempat nongkrong yang memiliki harga makanan dan minuman murah meriah. Cocok untuk nobar sepakbola (khususnya nobar persebaya)
235,"Tempat nongkrong dengan harga murah, tempat luas, banyak stop kontak. Cocok untuk mengerjakan tugas"
236,"Tempat nongkrong modern yang memiliki tempat nyaman, bersih dengan harga terjangkau"
237,Angkringan khas surabaya dengan penjual yang ramah. Cocok untuk orang yang sedang sedih sambil menikmati aneka macam jajanan dan sate-satean
238,"Tempat nongkrong dengan harga menengah, tempat luas, banyak stop kontak. Cocok untuk mengerjakan tugas dan tersedia live music"
239,"Tempat nongkrong dengan harga menengah, tempat luas, banyak stop kontak. Cocok untuk mengerjakan tugas dan tersedia live music"
240,"Tempat nongkrong dengan harga menengah, tempat luas, banyak stop kontak. Cocok untuk mengerjakan tugas dan tersedia live music"
241,"Tempat nongkong dengan harga kurang terjangkau, tempat bersih dan luas. Cocok untuk acara gathering"
242,"Tempat nongkong dengan harga kurang terjangkau, tempat bersih dan luas. Cocok untuk acara gathering"
243,Tempat nongkrong yang cocok untu beramai-ramai karena tempat luas.
244,"Tempat wisata unik dengan harga tiket masuknya bervariasi, mulai dari Rp10 ribu hingga Rp50 ribu. Tiket Rp50 ribu memungkinkan Anda mendapatkan akses yang lebih dekat ke tepi laut. Tempat wisata Surabaya ini terbilang unik dan tentunya menjadi pengalaman baru bagi Anda yang berasal dari luar kota."
245,"Kota Surabaya memiliki monumen terbesar di Asia, yaitu Monumen Kapal Selam (Monkasel). Monumen ini dibangun sebagai wujud mengabadikan sejarah perjuangan Indonesia melawan penjajah sekaligus pelestarian warisan negara. Cocok bagi pengunjung yang tertarik dengan sejarah "
246,Wisata di tengah kota yang bisa Anda nikmati secara gratis dan buka selama 24 jam. Suhu udara kota yang cukup panas menyebabkan tempat wisata ini menjadi destinasi yang tepat pada siang hari. Wisata Surabaya kota ini menjadi tempat nongkrong yang asyik sekaligus sebagai spot lokasi berfoto yang Instagramable.
247,"Kebun binatang di Surabaya ini memiliki beberapa fungsi bagi para pengunjung, di antaranya fungsi edukasi, rekreasi, konservasi, dan mendukung aktivitas riset para peneliti. Biaya tiket masuk ke kebun binatang ini sebesar Rp15 ribu belum termasuk tiket aktivitas tambahan di dalam kebun binatang. Misalnya Anda yang ingin menyuapi komodo atau buaya harus membayar tiket lagi sebesar Rp15 ribu.Tempat wisata ini cocok jadi tujuan wisata keluarga dan menjadi tempat liburan edukatif bagi anak-anak."
248,"Ikon kota pahlawan sebagai sebutan dari Surabaya bisa Anda saksikan pada Tugu Pahlawan. Monumen setinggi 41,15 meter ini memiliki 10 lengkungan dan 11 ruas. Tugu pahlawan menjadi obyek wisata Surabaya gratis yang bisa Anda kunjungi kapan saja, bahkan hanya sekadar untuk kebutuhan foto sekalipun."
249,Tempat inilah industri rokok pertama di Surabaya berdiri. Hingga saat ini museum ini menjadi tempat wisata bersejarah yang menarik untuk Anda kunjungi. Tempat wisata sejarah ini bisa Anda kunjungi setiap hari mulai pukul 9 pagi hingga 10 malam waktu setempat. Tidak ada pungutan biaya tiket masuknya. Anda bisa bebas berfoto di tempat ini yang terlihat unik dengan gaya desain bangunan lamanya.
250,"Tempat wisata ini sangat cocok untuk destinasi liburan bersama keluarga di akhir pekan. Menikmati sunset di senja hari sangat indah di tepi pantai. Menghabiskan waktu berenang, bermain dan berfoto di bangunan-bangunan unik tempat wisata ini juga menjadi hal menarik yang bisa Anda lakukan. Kawasan ini buka mulai pukul 9 pagi hingga 6 sore waktu setempat. Beberapa wahana keren yang bisa Anda kunjungi di kawasan taman bermain ini antara lain Taman Riau, Atlantis Land, Pagoda Tian Ti, Patung Naga, Jembatan Suramadu, Patung Budha, Kincir Angin, dan pusat wisata kuliner Surabaya."
251,"Salah satu wisata Surabaya malam yang bisa Anda nikmati adalah Taman Air Mancur Menari yang berada di sekitar Jembatan Kenjeran. Hiburan Air Mancur Menari yang sangat indah dengan aneka warna ini hanya bisa Anda nikmati setiap Sabtu malam, tepatnya pukul 20.00 wib hingga 21.00 wib. Wisata malam yang keren ini cukup Anda nikmati dengan tiket sebesar Rp10 ribu saja. Selain itu, sebelum atau sesudah menikmati keindahan air mancur unik ini, Anda juga bisa menikmati kuliner-kuliner lezat di Surabaya yang ada di sekitar tempat wisata tersebut."
252,"Taman wisata lainnya yang ada di Surabaya adalah Taman Bungkul. Lokasi taman ini menjadi salah satu pusat aktivitas warga pada hari libur. Banyak yang sekadar bermain, jogging, senam, dan bersantai di pagi hari pada akhir pekan. Taman ini bisa Anda kunjungi selama 24 jam secara gratis. Pastikan Anda menjaga kebersihan dan aturan yang ada di taman tersebut. "
253,"Tempat wisata hijau yang bisa Anda kunjungi di Surabaya salah satunya adalah Kebun Bibit Wonorejo. Bagi pengunjung yang ingin bersepeda, kawasan ini juga sangat cocok untuk menjadi tempat bersepeda santai. Selain itu, terdapat juga kebun binatang mini yang bisa Anda gunakan untuk liburan bersama keluarga.Menariknya, tempat wisata ini bisa Anda kunjungi secara gratis. Pengunjung hanya membayar biaya parkir sesuai jenis kendaraannya."
254,"Wisata alam Surabaya yang bisa Anda nikmati di pusat kota salah satunya adalah Taman Prestasi Surabaya. Di taman ini Anda akan bisa menyaksikan tanaman bunga, pohon yang lebih besar hingga rumput-rumput hijau. Tempat ini juga memiliki ikon wisata khusus berupa monumen pesawat tempur jenis Bomber B-26. Di taman ini juga terdapat lokasi bermain anak, panggung terbuka, wifi gratis, wisata air, dan pemandangan alam yang indah menyejukkan mata. Fasilitas seperti toilet, parkir, musala juga lengkap tersedia. Anda bisa berkunjung ke taman ini setiap hari mulai pukul 9 pagi hingga 6 petang waktu setempat. Tidak ada pungutan biaya masuk ke lokasi, Anda hanya membayar parkir sesuai jenis kendaraan milik Anda."
255,"Wisata mangrove Surabaya cukup terkenal dan menjadi paru-paru hijau bagi kehidupan hiruk pikuk kota. Di tempat ini memiliki banyak hal menarik yang bisa Anda coba. Di antaranya adalah menjelajah kawasan hutan menggunakan perahu dengan biaya penyewaan. Selain itu ada juga kolam pancing, jogging track, pendopo, kantin-kantin pusat kuliner, spot berfoto dan lainnya. Tiket masuk ke tempat wisata ini gratis. Anda hanya akan dikenakan biaya saat menikmati beberapa fasilitas di dalamnya seperti menyewa perahu untuk menyusuri hutan mangrove. Biaya untuk dewasa sebesar Rp25 ribu dan anak-anak Rp 15ribu."
256,Salah satu wisata ikonik Kota Surabaya yang cukup terkenal adalah monumen Bambu Runcing. Anda bisa berkunjung menyaksikan landmark Surabaya ini selama 24 jam.
257,Bangunan jembatan populer yang sangat ikonik dengan Surabaya adalah Jembatan Suramadu. Jembatan yang menghubungkan antara Surabaya dan Madura ini memiliki arsitektur yang kokoh dan sangat indah dijadikan latar berfoto. Lokasinya yang terletak di Jalan Tambak Wedi ini bisa Anda ambil sebagai spot berfoto dari jarak agak jauh dengan menampilkan latar langit senja yang indah.
258,"Buka sejak tahun 1982, kuliner khas Surabaya ini menyajikan menu penyetan sederhana. Ada banyak pilihan lauk pauk yang bisa kamu pilih, mulai dari tempe, tahu, telur, hingga ikan pari. Per porsi menu makannya dibanderol mulai dari harga Rp 15.000. Kalau kamu berniat untuk mencicipi kuliner pedas Surabaya ini, kamu harus bersabar untuk mengantri panjang.. Sego Sambel Mak Yeye buka dari pukul 21.00 WIB sampai habis."
259,Kupang yang merupakan sejenis kerang berukuran kecil ini hanya bisa ditemukan di Surabaya. Jadi kamu wajib banget untuk makan lontong kupang ketika ke Surabaya. Kupang ini punya tekstur yang unik dan sedikit seperti pasir tapi rasanya enak. Kamu bisa mencicipi wisata kuliner Surabaya yang unik ini di Lontong Kupang Artomoro.
260,"Wisata kuliner Surabaya yang unik ini merupakan sate daging sapi, ayam, usus, udang, atau sumsum yang dibakar dan disajikan dengan bumbu sate seperti umumnya. Walaupun terlihat sama, lidah akan merasakan perbedaan rasa yang lebih menggoda. Irisan sate di wisata kuliner Surabaya ini lebih besar dan sudah dibumbui terlebih dahulu dengan kelapa yang telah disangrai, inilah yang menyebabkan Sate Klopo Ondomohen menjadi lebih gurih."
261,"Lontong balap merupakan salah satu wisata kuliner Surabaya yang khas. Lontong balap satu ini terdiri dari ontong, tahu goreng, taoge, lentho, bawang goreng, kecap, dan sambal dipadu kuah segar. Ditambah dengan lezatnya sate kerang dan segelas es kelapa muda tentu akan sangat menggugah selera. Ada banyak tempat yang menyajikan wisata kuliner Surabaya ini. Salah satunya adalah Lontong Balap Garuda Pak Gendut. Meski telah berjalan selama lebih dari empat dekade, kualitas lontong balap ini tetap terjaga."
262,"Banyak orang rela menyeberangi Jembatan Suramadu hanya untuk menikmati Bebek Goreng Sinar Jaya (Sinjay) yang legendaris. Kini, tak perlu repot-repot pergi ke Madura karena nasi bebek khas Bangkalan ini sudah bisa ditemui di Surabaya."
263,"Panganan yang berbahan dasar hidung sapi ini sudah menjadi wisata kuliner Surabaya yang khas. Kuliner Surabaya satu ini mudah ditemukan di banyak tempat, namun ada satu tempat makan rujak cingur yang wajib kamu kunjungi saat berada di Surabaya. asa khas yang ada dari rujak cingur ini adalah karena hasil ulekan bumbu dari sang pemilik warung, yakni Nyonya Giok Tjoe."
264,"Rawon merupakan wisata kuliner Surabaya yang tidak boleh dilewatkan saat berkunjung di kota Pahlawan. Rawon Setan Mbak Endang yang ada di Jalan Embong Malang, Surabaya merupakan depot rawon setan yang asli dan pertama di Indonesia. Disebut dengan rawon setan karena warung ini hanya buka di malam hari saja. Daging rawon disini cukup besar dan juga empuk. Rasa kuahnya begitu menggugah selera. Terletak di tengah kota, membuat rumah makan rawon setan ini enggak pernah sepi pengunjung."
265,"Wisata kuliner Surabaya ini terdiri dari nasi pecel yang dicampur dengan kuah rawon. Kuliner Surabaya yang unik ini bisa dinikmati di Warung Pojok Moro Seneng, Surabaya."
266,"Menu nasi goreng memang mudah ditemukan di banyak tempat, namun kuliner Surabaya ini tak bisa kamu lewatkan begitu saja. Wisata kuliner Surabaya ini dinamakan nasi goreng jancuk karena rasanya super pedas dengan porsi yang cukup besar sehingga cukup untuk disantap bersama beberapa orang."
267,"Meski bukan wisata kuliner Surabaya yang asli, namun Soto Lamongan sudah menjadi salah satu menu utama yang wajib kamu cicipi bila berada di Surabaya. Soto lamongan yang paling terkenal di Surabaya ada di warung Cak Har yang berlokasi di Jalan Dr.Ir.H.Soekarno. Sotonya juga memiliki berbagai varian, mulai dari ceker, ayam, sapi, juga jeroan."
268,Wisata kuliner Surabaya yang manis dan cocok disantap saat siang hari yang terikadalah Ice Cream Zangrandi. Restoran yang sudah ada sejak 1933 ini khusus menjajakan beraneka ice cream dan sudah sangat terkenal di Surabaya.
269,"Rawon adalah kuliner identik dan khas Surabaya. Ada banyak warung makan yang menyediakan makanan ini. Salah satu warung makan yang direkomendasikan adalah Rawon Pak Pangat. Rawon di warung ini sangat berbeda dengan yang lainnya. Suwiran daging empal begitu empuk, lembut dan tambahan kuahnya juga sangat terasa lezat di lidah. Apalagi tak ada kandungan lemak yang tampak di menu rawon ini. Ada dua menu rawon yang disajikan di warung ini yaitu rawon campur dan rawon krengsengan."
270,"Bebek goreng sudah dikenal sebagai salah satu kuliner andalan Kota Pahlawan. Dari sekian banyak penjual bebek goreng di Surabaya, tempat yang paling terkenal adalah Bebek Palupi. Dari sisi penyajian, seporsi bebek goreng legendaris ini hadir dengan tampilan cukup sederhana. Hanya dihidangkan bersama nasi, sambal tomat dan beberapa lalapan. Bebek gorengnya terkenal sangat renyah, dengan sensasi bumbu rempah kuning gurih yang cukup tajam. Tekstur dagingnya benar-benar empuk. Selain itu, tidak tercium bau amis sama sekali. Salah satu rahasia keempukannya adalah karena hanya menggunakan daging bebek muda dan dimasak dengan suhu"
271,"Pecel semanggi merupakan makanan yang berasal dari Surabaya, Jawa Timur. Pecel semanggi khas Surabaya ini terdiri dari daun semanggi, tauge atau kecambah, kangkung, kerupuk uli, dan bumbunya yang berbahan dasar ketela yang di padukan dengan sambal. Makanan ini biasa di sajikan dengan alas daun pisang."
272,"Nasi Kuning Avon merupakan salah satu wisata kuliner Surabaya yang enak dimakan di pagi hari. Warung makan Nasi Kuning Avon buka setiap hari mulai pukul 06.00 WIB sampai siang. Wisata kuliner Surabaya ini merupakan nasi kuning dipadukan dengan telur balado, ikan tongkol, bakmi, dan serundeng menjadikan perpaduan cita rasa yang istimewa. Nasi Kuning Avon sangat cocok dijadikan menu sarapan yang nikmat."
273,"Bubur ayam merupakan salah satu makanan yang sering dijadikan menu sarapan. Hal ini juga menjadi salah satu wisata kuliner Surabaya di pagi hari. Salah satu bubur ayam yang terkenal yaitu Bubur Ayam Spensix. Di sini, kamu bisa menyantap bubur ayam dengan topping ati ampela yang lezat. Harganya yang cukup ramah di kantong bisa menjadi pilihan sarapan enak dan hemat."
